Length,Time
-1,0.0016408
-1,0.00345302
-1,0.0015521
-1,0.0011394
-1,0.00096631
-1,0.00250793
-1,0.00193453
-1,0.00159764
-1,0.00200391
-1,0.00147247
-1,0.0016377
-1,0.00148296
-1,0.00219798
-1,0.00127482
-1,0.00150895
-1,0.00136089
-1,0.00149345
-1,0.00069761
-1,0.00161767
-1,0.000669
-1,0.00321531
-1,0.00435257
-1,0.00243545
-1,0.00392318
-1,0.00237489
-1,0.00249672
-1,0.00192165
-1,0.0016706
-1,0.0019803
-1,0.00547719
-1,0.00327897
-1,0.00292468
-1,0.00542784
-1,0.00285268
-1,0.00529623
-1,0.00307751
-1,0.00178289
-1,0.00654459
-1,0.01615167
-1,0.00430298
-1,0.11745119
-1,0.00641418
-1,0.00294065
-1,0.0027473
-1,0.0031836
-1,0.00351667
-1,0.00074744
-1,0.00136209
-1,0.0012126
-1,0.00136256
-1,0.00144553
-1,0.0600338
-1,0.00135708
-1,0.00137663
-1,0.06924462
-1,0.05661774
-1,0.00211477
-1,0.0011878
-1,0.00343013
-1,0.00157452
-1,0.00148392
-1,0.00131369
-1,0.00322056
-1,0.0092895
-1,0.00858641
-1,0.00234342
-1,0.00499582
-1,0.00592899
-1,0.0065167
-1,0.00054955
-1,0.00980163
-1,0.01056719
-1,0.02417469
-1,0.01657605
-1,0.0121851
-1,0.00288701
-1,0.00209212
-1,0.01064277
-1,0.00840068
-1,0.00702262
-1,0.00364614
-1,0.00372696
-1,0.00297523
-1,0.00426626
-1,0.00217628
-1,0.00641942
-1,0.00400853
-1,0.00345945
-1,0.05946112
-1,0.00698256
-1,0.00350189
-1,0.00440788
-1,0.0017128
-1,0.00440431
-1,0.00351524
-1,0.00395155
-1,0.00215125
-1,0.00180101
-1,0.00088334
-1,0.00122881
-1,0.07786798
-1,0.05845165
-1,0.06571269
-1,0.00371885
-1,0.04601955
-1,0.03016043
-1,0.00841284
-1,0.04755855
-1,0.00139928
-1,0.0021894
-1,0.00444388
-1,0.00138879
-1,0.00407243
-1,0.00100088
-1,0.00525141
-1,0.00350213
-1,0.00267291
-1,0.00094867
-1,0.0498457
