Length,Time
3,0.00187135
3,0.00200629
2,0.0010097
3,0.0022285
3,0.05011463
2,0.0008955
2,0.00188327
3,0.00462151
4,0.00212479
3,0.07692766
3,0.07210231
2,0.00140858
2,0.00125933
5,0.00366807
2,0.07353282
2,0.08617353
3,0.00182986
2,0.00127578
2,0.00295448
3,0.0784266
4,0.00195765
3,0.05520701
3,0.07050419
3,0.06748676
3,0.05202484
3,0.05600119
4,0.08265257
2,0.05850935
2,0.06921244
2,0.07643557
4,0.01885748
4,0.00198436
6,0.00847626
5,0.00345469
3,0.00163841
2,0.06906986
2,0.06737709
2,0.00127435
2,0.103544
2,0.05764699
4,0.00588775
4,0.00292301
3,0.05254388
2,0.00337577
3,0.00177217
4,0.00216079
4,0.00218534
4,0.00249481
4,0.09025717
4,0.01052022
2,0.06331015
2,0.00619912
4,0.06842566
5,0.00811744
2,0.0160203
4,0.0023756
4,0.0050292
3,0.0036521
2,0.00125146
4,0.03332472
4,0.01199961
5,0.00548339
3,0.01912689
3,0.00189996
4,0.00298285
2,0.00196266
2,0.00064087
2,0.00113583
2,0.00163984
2,0.0016551
2,0.00156951
2,0.07810664
2,0.05312896
3,0.00180674
3,0.01178074
2,0.00182891
4,0.00325775
2,0.0668745
2,0.05576468
3,0.02225852
4,0.04498863
2,0.00285697
2,0.00305128
2,0.00027394
2,0.00121117
4,0.00560737
2,0.0012691
2,0.00083947
2,0.00260305
2,0.00099969
2,0.00113058
2,0.00126791
3,0.07766461
2,0.05764389
3,0.00513983
2,0.00519872
3,0.00646877
2,0.07202196
4,0.01388431
2,0.00150728
2,0.00134277
2,0.08702826
3,0.00504684
2,0.05876946
5,0.00293469
6,0.00736213
3,0.01522589
2,0.00146246
5,0.00879097
5,0.05109882
6,0.00263023
4,0.00227141
4,0.00580049
4,0.00201225
4,0.00194836
4,0.00311661
3,0.00095487
3,0.00135899
3,0.00119996
3,0.00132179
3,0.00126863
2,0.00152111
2,0.00111508
2,0.00110888
5,0.00191903
3,0.00161314
2,0.00163555
2,0.00129294
2,0.00157762
3,0.00431395
2,0.00792027
3,0.0059495
2,0.00130129
2,0.00135422
2,0.00251818
2,0.00154138
2,0.00069976
2,0.00115895
2,0.00067663
2,0.00408506
2,0.00686264
2,0.00283146
5,0.00354648
2,0.00102592
2,0.00085473
3,0.00293374
3,0.00118661
2,0.01984262
2,0.00534391
3,0.00556612
2,0.00520563
4,0.00259805
2,0.00613856
3,0.00261378
2,0.00211668
2,0.00067687
3,0.00207806
4,0.01417303
3,0.0014658
2,0.05046177
2,0.00272512
4,0.00232172
2,0.00340939
2,0.00283527
3,0.00751209
2,0.00134873
2,0.00120997
2,0.00121212
2,0.00143528
2,0.00130248
2,0.05345201
2,0.00234747
2,0.00249028
3,0.07030702
3,0.08474588
2,0.00122809
2,0.00122976
2,0.00226808
2,0.00131941
2,0.00148368
2,0.00269222
2,0.00416279
3,0.00484419
5,0.00723147
3,0.00225854
3,0.00616264
5,0.00778723
5,0.00998902
2,0.00064492
5,0.02780509
3,0.03195572
5,0.03703594
5,0.02892661
4,0.03826857
2,0.00208473
2,0.00130749
5,0.01037478
4,0.00935721
4,0.03516841
4,0.01536918
3,0.00671458
2,0.00278568
2,0.00444484
2,0.00144506
4,0.01512837
4,0.00292444
3,0.00530028
5,0.21597767
4,0.00893188
3,0.00179291
3,0.03157187
2,0.00534868
2,0.0034802
2,0.00220942
2,0.00241423
2,0.00184369
2,0.0013988
2,0.00156617
3,0.0012691
3,0.06160069
4,0.06124067
5,0.05254292
4,0.00760007
2,0.03775811
7,0.03844738
4,0.03402805
5,0.05554175
3,0.00236368
2,0.00147676
4,0.00658917
3,0.002455
3,0.00731039
2,0.00095129
2,0.00145197
3,0.01604629
3,0.02192855
2,0.00307322
4,0.4010632
3,0.00275469
3,0.0021081
3,0.00302982
2,0.00168324
4,0.00246954
6,0.02935815
6,0.01213861
4,0.00242281
2,0.00250483
2,0.00377083
4,0.00217533
4,0.00406957
2,0.00519705
2,0.00132298
2,0.0026381
9,0.01429248
2,0.0026257
2,0.00293326
5,0.00328898
5,0.00388432
5,0.00359178
4,0.00206017
2,0.00195122
3,0.00725913
2,0.00267029
4,0.00341368
2,0.00357533
2,0.00144863
2,0.00166059
2,0.00242066
3,0.0044322
4,0.00340652
5,0.00484657
3,0.00333548
3,0.00189376
7,0.00287223
7,0.00507259
8,0.00319767
8,0.00554228
8,0.00325298
5,0.00673509
5,0.00629592
4,0.00519323
5,0.00574231
4,0.00718474
4,0.00275826
4,0.0052197
6,0.11466622
6,0.10847783
6,0.11875272
7,0.10924768
7,0.11461282
6,0.15768218
2,0.02194619
2,0.03907895
2,0.01643181
2,0.01981688
5,0.15480018
11,0.46088696
10,0.42030263
11,0.39801216
5,0.28313136
5,0.89684439
2,0.00230956
6,0.10827136
4,0.05533409
10,0.64606094
3,0.00196624
2,0.00083303
2,0.00110459
3,0.00106978
3,0.00257421
3,0.00216246
4,0.00525665
4,0.39114523
2,0.00146437
8,0.77783728
8,0.59072137
8,0.71816421
9,0.58559513
9,0.03609896
9,0.79562831
9,0.71260953
10,0.62103009
5,0.03388333
4,0.01092172
4,0.00578737
3,0.00687838
2,0.00700545
8,0.0048089
9,0.00665808
5,0.00378036
4,0.00187111
4,0.00339866
2,0.00282812
5,0.00398397
5,0.00374055
4,0.00328112
4,0.00389934
4,0.00351381
4,0.00269127
3,0.00178552
3,0.00237012
4,0.00081873
2,0.00068974
3,0.00422907
2,0.00212383
4,0.0023675
5,0.00277853
7,0.00507951
2,0.00127578
2,0.00150943
2,0.00068831
2,0.00130081
2,0.00358796
5,0.00340366
5,0.00378871
4,0.00284815
4,0.00280595
4,0.00275183
2,0.00069475
2,0.0019865
2,0.00442863
2,0.00309849
2,0.00892925
2,0.00071764
4,0.0029633
4,0.00316906
3,0.00122857
3,0.0023737
2,0.0014925
2,0.00231242
2,0.00332022
2,0.00178909
3,0.00269437
3,0.00240088
2,0.00197649
2,0.00160456
4,0.00410056
3,0.00429749
3,0.00391817
3,0.00374651
4,0.00580502
3,0.00584555
4,0.00317168
3,0.00114942
2,0.00177956
2,0.0009501
3,0.00152779
3,0.00129414
6,0.07853818
8,0.0104425
8,0.00295281
8,0.00714946
8,0.00658965
7,0.00371099
8,0.0142436
8,0.00398207
8,0.00573421
8,0.27583528
5,0.00300765
8,0.00836253
8,0.02671719
8,0.00488472
8,0.00472975
8,0.05915761
8,0.00267076
8,0.01065016
8,0.00298142
3,0.0024159
7,0.00258923
7,0.04878807
7,0.00416684
8,0.00351191
8,0.06891942
7,0.00306892
8,0.00235391
8,0.0197475
7,0.00951123
7,0.00225568
3,0.00224018
8,0.00451779
7,0.00589156
7,0.00237632
10,0.00685978
8,0.00531673
9,0.00415802
9,0.00397134
9,0.02321887
9,0.00446987
3,0.00218773
9,0.00519538
9,0.00259256
9,0.00565076
9,0.00443864
9,0.00695634
9,0.00483799
9,0.00446439
9,0.02515531
9,0.00518727
9,0.00619698
3,0.00126171
9,0.00832224
9,0.00630784
9,0.00412774
9,0.00501013
9,0.00804901
9,0.00413322
8,0.00389314
9,0.00614142
9,0.01724362
3,0.00268745
9,0.00473595
9,0.00437069
10,0.00670695
9,0.00672102
9,0.00588346
9,0.00368857
8,0.00825763
9,0.01462817
9,0.01167631
6,0.00371957
9,0.0053575
8,0.00600672
8,0.00488687
10,0.00923324
8,0.005265
8,0.00470042
8,0.00935364
8,0.00644302
9,0.07665777
8,0.00450921
6,0.0026865
8,0.00930858
8,0.0059092
9,0.04522777
8,0.00456595
8,0.00601149
9,0.01026869
8,0.00485778
9,0.00823021
8,0.0122211
7,0.0268569
8,0.00734973
9,0.00504851
7,0.00565529
8,0.00409627
8,0.02888966
8,0.00400686
8,0.01121736
8,0.01497722
10,0.00250459
9,0.0023675
9,0.00315714
8,0.0022819
8,0.0061667
3,0.00192404
7,0.00222898
7,0.01796794
8,0.00226831
8,0.0031054
8,0.00560808
8,0.01336026
8,0.00228691
7,0.00229096
7,0.00501227
8,0.00302386
9,0.00694513
9,0.00526786
2,0.0084815
4,0.00182557
3,0.00360179
2,0.00206757
5,0.01974702
3,0.00164056
3,0.00698781
5,0.01161814
2,0.00253844
3,0.00122261
2,0.00165296
2,0.00109529
2,0.00392413
4,0.00463772
3,0.0023241
3,0.00369024
5,0.00307298
5,0.00863957
2,0.00066948
4,0.01002979
3,0.0311265
5,0.01327252
5,0.01320863
3,0.01707697
2,0.00185299
2,0.00297594
5,0.01168919
4,0.00559187
3,0.03093672
4,0.00225282
2,0.00634718
2,0.00362921
2,0.00431919
2,0.00194645
4,0.01387119
4,0.00616288
3,0.00230241
5,0.03921175
4,0.00631237
3,0.00181055
3,0.00363827
2,0.0017314
2,0.00321674
2,0.00208974
2,0.00239062
2,0.00178885
2,0.0033617
2,0.00097919
3,0.00136924
2,0.07409739
3,0.08977342
4,0.06261826
3,0.00760007
2,0.02381659
6,0.04479909
2,0.02043319
2,0.04593325
3,0.00254369
2,0.00083351
4,0.00682092
3,0.00250626
2,0.00344801
2,0.00098825
3,0.00616264
3,0.00252199
3,0.00163937
2,0.00191879
3,0.28063035
4,0.00370097
2,0.00156188
2,0.00182819
2,0.00177717
8,0.01069617
2,0.00218654
3,0.00174761
2,0.00162125
3,0.00200152
3,0.00206256
3,0.00221086
3,0.00279069
3,0.00767517
3,0.0022788
3,0.00476599
4,0.00241208
5,0.00355721
2,0.00279069
2,0.00218701
2,0.00272632
2,0.00277472
2,0.00292587
